"Game Name",Iteration,Alpha-Beta,MAST,MC-GRAVE,"Progressive History",Random,UCT,Portfolio,"UnWeighted Ensemble","Weighted Ensemble","Parallel UnWeighted Ensemble","Parallel Weighted Ensemble"
Quixo,0,0,0,0,100,0,0,100,0,0,0,0
Quixo,1,0,0,0,0,0,0,0,0,0,0,100
Quixo,2,50,0,0,100,0,100,100,0,0,100,0
Quixo,3,0,0,0,0,0,0,100,0,0,100,0
Quixo,4,0,0,0,0,0,0,0,0,100,100,0
Quixo,5,0,0,0,100,0,0,100,0,0,0,100
Quixo,6,100,0,0,100,0,0,0,0,100,0,100
Quixo,7,0,0,0,0,0,0,0,0,0,0,100
Quixo,8,0,0,0,0,0,100,0,0,0,0,0
Quixo,9,0,0,0,100,0,0,0,0,0,100,0
Quixo,10,50,0,0,100,0,0,100,0,0,100,0
Quixo,11,100,0,100,100,0,100,100,0,0,0,100
Quixo,12,0,0,0,100,0,100,100,0,0,0,0
Quixo,13,0,0,0,100,0,100,100,0,0,0,0
Quixo,14,100,0,0,100,0,100,0,0,0,0,100
Quixo,15,100,0,0,0,0,100,100,0,100,0,100
Quixo,16,0,0,0,100,0,0,100,0,0,100,100
Quixo,17,0,0,0,100,0,100,0,0,0,0,100
Quixo,18,0,0,0,100,0,100,100,0,0,100,0
Quixo,19,50,0,0,100,0,0,0,0,100,0,0
Quixo,20,0,0,0,100,0,0,100,0,0,100,100
Quixo,21,0,0,0,0,0,0,100,0,0,100,0
Quixo,22,0,0,0,0,0,0,100,0,0,100,0
Quixo,23,0,0,0,0,0,100,100,100,100,100,0
Quixo,24,0,0,0,0,0,0,100,100,0,0,0
Quixo,25,0,0,0,100,0,0,100,100,0,100,100
Quixo,26,100,0,0,0,0,0,0,0,0,0,0
Quixo,27,0,0,0,100,0,0,100,0,0,100,100
Quixo,28,0,0,0,0,0,100,100,0,100,100,100
Quixo,29,0,0,0,100,0,100,100,0,0,100,100
Quixo,30,0,0,0,0,0,0,0,0,0,100,100
Quixo,31,0,0,0,0,0,0,100,0,100,100,100
Quixo,32,0,0,0,100,0,0,100,100,0,100,100
Quixo,33,0,0,0,100,0,100,100,0,0,0,100
Quixo,34,100,0,0,100,0,0,100,0,0,100,0
Quixo,35,50,0,0,100,0,0,0,0,0,100,0
Quixo,36,0,0,0,100,0,0,100,0,0,100,100
Quixo,37,100,0,100,100,0,0,100,0,0,0,100
Quixo,38,50,0,0,100,0,100,100,0,0,0,0
Quixo,39,0,0,0,0,0,100,100,0,0,100,100
Quixo,40,0,0,0,0,0,0,100,0,0,100,100
Quixo,41,0,0,0,0,0,100,100,100,0,100,100
Quixo,42,0,0,0,0,0,100,0,0,100,100,100
Quixo,43,0,0,0,100,0,0,0,0,0,100,100
Quixo,44,50,0,0,100,0,100,100,0,0,100,0
Quixo,45,100,0,100,100,0,100,100,100,0,100,100
Quixo,46,0,0,0,100,0,0,0,0,0,100,100
Quixo,47,0,0,0,0,0,100,0,0,0,100,100
Quixo,48,50,100,0,100,0,100,0,100,0,100,100
Quixo,49,0,0,0,0,0,100,0,0,0,100,100
Starchess,0,100,0,100,100,0,100,100,50,100,100,100
Starchess,1,100,50,50,0,0,100,100,100,100,100,100
Starchess,2,100,100,100,0,50,100,100,100,100,100,100
Starchess,3,100,50,100,100,0,100,100,100,100,100,100
Starchess,4,100,100,100,100,0,100,100,100,100,100,100
Starchess,5,100,100,50,50,0,100,100,100,0,100,100
Starchess,6,100,100,100,100,0,0,100,100,100,100,100
Starchess,7,100,100,100,100,50,50,100,100,100,100,100
Starchess,8,100,0,100,0,0,0,100,100,100,100,100
Starchess,9,100,100,100,100,0,100,100,100,100,100,100
Starchess,10,100,50,50,100,0,50,100,100,100,100,100
Starchess,11,100,0,50,100,0,100,100,100,100,100,100
Starchess,12,100,100,100,100,0,50,100,50,100,100,100
Starchess,13,100,100,100,100,0,50,100,100,0,100,100
Starchess,14,100,0,0,100,0,100,100,100,100,0,100
Starchess,15,100,100,100,100,0,100,100,100,100,100,100
Starchess,16,100,100,100,100,0,0,100,100,100,100,100
Starchess,17,100,0,0,100,0,50,100,50,100,100,50
Starchess,18,100,100,0,50,0,0,100,0,100,100,100
Starchess,19,100,0,100,100,0,50,0,100,100,100,100
Starchess,20,100,100,50,100,0,100,100,100,0,100,100
Starchess,21,100,100,100,100,100,0,100,0,100,100,100
Starchess,22,100,50,100,50,0,100,100,100,50,100,100
Starchess,23,100,0,100,0,0,50,100,100,50,100,100
Starchess,24,100,0,50,100,0,100,100,100,100,100,100
Starchess,25,100,100,50,100,50,50,100,100,100,100,100
Starchess,26,100,0,100,50,0,0,100,50,100,100,100
Starchess,27,100,100,50,0,0,100,100,100,100,100,100
Starchess,28,100,0,0,50,0,100,100,100,100,100,100
Starchess,29,100,0,100,100,0,0,100,100,0,100,100
Starchess,30,100,100,100,100,0,50,100,100,100,100,100
Starchess,31,100,50,100,100,0,100,100,100,100,100,100
Starchess,32,100,100,0,100,0,100,100,100,50,100,100
Starchess,33,100,0,100,50,0,0,100,100,100,100,100
Starchess,34,100,100,50,100,0,100,100,100,100,100,100
Starchess,35,100,100,0,100,0,100,100,100,100,100,100
Starchess,36,100,50,100,100,0,0,100,0,100,100,100
Starchess,37,100,0,100,0,0,100,100,0,100,100,100
Starchess,38,100,0,50,50,0,100,100,100,100,100,100
Starchess,39,100,100,100,0,0,100,100,100,100,100,100
Starchess,40,100,50,100,100,0,100,100,100,100,100,100
Starchess,41,100,100,100,0,0,100,100,0,100,100,100
Starchess,42,100,0,0,100,0,100,100,0,100,100,100
Starchess,43,100,100,0,100,0,0,100,100,100,100,100
Starchess,44,100,0,0,100,0,100,100,100,100,100,100
Starchess,45,100,100,100,100,50,100,100,100,100,100,100
Starchess,46,100,100,50,0,0,100,100,100,100,100,100
Starchess,47,100,100,50,100,0,0,100,100,0,100,100
Starchess,48,100,100,100,100,0,0,100,100,100,100,100
Starchess,49,100,100,50,100,0,100,100,100,100,100,100
Surakarta,0,100,100,0,100,0,100,100,100,100,100,100
Surakarta,1,100,100,0,100,0,100,100,100,100,100,100
Surakarta,2,100,100,100,0,0,0,100,100,100,100,100
Surakarta,3,100,100,100,100,0,100,100,100,100,100,100
Surakarta,4,100,100,100,100,0,0,100,100,100,100,100
Surakarta,5,100,100,0,100,0,100,100,100,100,100,100
Surakarta,6,100,100,100,0,0,0,100,100,100,100,100
Surakarta,7,100,100,100,100,0,100,100,100,100,100,100
Surakarta,8,100,100,100,0,0,100,100,100,100,100,100
Surakarta,9,100,100,100,100,0,0,100,100,100,100,100
Surakarta,10,100,100,100,0,0,0,100,100,100,100,100
Surakarta,11,100,100,100,100,0,0,100,100,100,100,100
Surakarta,12,100,100,100,100,0,100,100,100,100,100,100
Surakarta,13,100,100,100,0,0,0,100,100,100,100,100
Surakarta,14,100,100,0,0,0,0,100,100,100,100,100
Surakarta,15,100,100,100,100,0,0,100,100,100,100,100
Surakarta,16,100,100,100,100,0,100,100,100,100,100,100
Surakarta,17,100,100,100,100,0,100,100,100,100,100,100
Surakarta,18,100,100,0,0,0,100,100,100,100,100,100
Surakarta,19,100,100,0,100,0,100,100,100,100,100,100
Surakarta,20,100,100,100,50,0,100,100,100,100,100,100
Surakarta,21,100,100,100,100,0,100,100,100,100,100,100
Surakarta,22,100,100,100,0,0,100,100,100,100,100,100
Surakarta,23,100,100,0,100,0,100,100,100,100,100,100
Surakarta,24,100,100,100,100,0,0,100,100,100,100,100
Surakarta,25,100,100,100,100,0,0,100,100,100,100,100
Surakarta,26,100,100,100,100,0,100,100,100,100,100,100
Surakarta,27,100,100,0,100,0,100,100,100,100,100,100
Surakarta,28,100,100,100,100,0,100,100,100,100,100,100
Surakarta,29,100,100,100,100,0,100,100,100,100,100,100
Surakarta,30,100,100,100,100,0,0,100,100,100,100,100
Surakarta,31,100,100,0,0,0,100,100,100,100,100,100
Surakarta,32,100,100,100,0,0,0,100,100,100,100,100
Surakarta,33,100,100,100,100,0,100,100,100,100,100,100
Surakarta,34,100,100,100,100,0,0,100,100,100,100,100
Surakarta,35,100,100,100,100,0,100,100,100,100,100,100
Surakarta,36,100,100,100,0,0,0,100,100,100,100,100
Surakarta,37,100,100,100,100,0,100,100,100,100,100,100
Surakarta,38,100,100,100,100,0,0,100,100,100,100,100
Surakarta,39,100,100,100,100,0,100,100,100,100,100,100
Surakarta,40,100,100,0,0,0,0,100,100,100,100,100
Surakarta,41,100,100,0,100,0,100,100,100,100,100,100
Surakarta,42,100,100,100,0,0,0,100,100,100,100,100
Surakarta,43,100,100,100,0,0,100,100,100,100,100,100
Surakarta,44,100,100,100,100,0,100,100,100,100,100,100
Surakarta,45,100,50,100,0,0,100,100,100,100,100,100
Surakarta,46,100,100,100,100,0,100,100,100,100,100,100
Surakarta,47,100,100,100,100,0,100,100,100,100,100,100
Surakarta,48,100,100,100,0,0,0,100,100,100,100,100
Surakarta,49,100,100,100,100,0,100,100,100,100,100,100
Tawlbwrdd,0,100,100,100,100,0,100,100,100,100,100,100
Tawlbwrdd,1,100,100,100,100,0,0,100,100,100,100,100
Tawlbwrdd,2,100,100,100,100,0,100,100,100,100,100,100
Tawlbwrdd,3,100,100,100,100,0,100,100,100,100,0,100
Tawlbwrdd,4,100,100,100,100,0,100,100,100,100,0,100
Tawlbwrdd,5,100,100,100,100,100,100,100,100,100,100,100
Tawlbwrdd,6,100,100,100,100,0,100,0,100,100,100,100
Tawlbwrdd,7,100,100,0,100,0,100,100,100,100,100,100
Tawlbwrdd,8,100,100,100,100,0,100,100,100,100,100,100
Tawlbwrdd,9,100,100,100,100,0,100,100,100,100,100,100
Tawlbwrdd,10,100,100,0,100,100,100,100,100,100,100,100
Tawlbwrdd,11,100,100,100,100,0,0,100,100,100,100,100
Tawlbwrdd,12,100,100,100,100,0,0,100,100,100,100,100
Tawlbwrdd,13,100,100,100,100,0,100,100,100,0,100,100
Tawlbwrdd,14,100,100,100,100,100,100,100,100,100,100,100
Tawlbwrdd,15,100,100,100,100,0,100,100,100,100,100,100
Tawlbwrdd,16,100,100,100,100,0,100,100,100,100,100,100
Tawlbwrdd,17,100,100,100,100,0,100,100,100,0,100,100
Tawlbwrdd,18,100,100,100,100,0,100,100,100,100,100,100
Tawlbwrdd,19,100,100,0,100,0,100,100,100,100,100,100
Tawlbwrdd,20,100,100,0,100,0,100,100,100,100,100,100
Tawlbwrdd,21,100,100,100,100,0,100,100,100,100,100,100
Tawlbwrdd,22,100,100,100,100,0,100,100,100,100,100,100
Tawlbwrdd,23,100,100,100,100,100,100,100,100,100,100,100
Tawlbwrdd,24,100,100,0,100,100,100,100,100,100,100,100
Tawlbwrdd,25,100,100,100,100,0,100,100,100,0,100,100
Tawlbwrdd,26,100,100,100,100,0,100,100,100,100,100,100
Tawlbwrdd,27,100,100,0,100,0,100,100,100,100,100,100
Tawlbwrdd,28,100,100,100,100,0,100,100,100,100,100,100
Tawlbwrdd,29,100,100,100,100,0,100,100,100,100,100,100
Tawlbwrdd,30,100,100,100,100,0,100,100,100,100,100,100
Tawlbwrdd,31,100,100,0,100,0,100,100,100,100,100,100
Tawlbwrdd,32,100,100,100,100,0,100,100,100,100,100,100
Tawlbwrdd,33,100,100,100,100,0,100,100,100,100,100,100
Tawlbwrdd,34,100,100,100,100,0,100,100,100,100,100,100
Tawlbwrdd,35,100,100,100,100,100,0,100,100,100,0,100
Tawlbwrdd,36,100,100,0,100,0,100,0,100,100,100,100
Tawlbwrdd,37,100,100,100,100,0,100,0,100,100,100,100
Tawlbwrdd,38,100,100,0,100,0,100,100,100,100,100,100
Tawlbwrdd,39,100,100,100,100,0,100,100,100,100,100,100
Tawlbwrdd,40,100,100,100,100,0,100,100,100,100,100,100
Tawlbwrdd,41,100,100,0,100,100,100,100,100,0,100,100
Tawlbwrdd,42,100,100,100,100,0,100,100,100,100,100,100
Tawlbwrdd,43,100,100,0,100,0,100,100,100,100,100,100
Tawlbwrdd,44,100,100,100,100,100,100,100,100,100,100,100
Tawlbwrdd,45,100,100,100,100,0,100,100,100,100,100,100
Tawlbwrdd,46,100,100,0,100,0,100,100,100,100,100,100
Tawlbwrdd,47,100,100,100,100,0,100,100,100,100,100,100
Tawlbwrdd,48,100,100,0,100,0,100,100,100,100,100,100
Tawlbwrdd,49,100,100,100,100,0,100,100,100,100,100,100
Terhuchu,0,100,100,0,100,0,0,100,100,100,100,100
Terhuchu,1,100,0,100,100,0,0,100,100,100,100,100
Terhuchu,2,100,0,100,0,0,0,100,100,100,100,100
Terhuchu,3,100,0,0,50,0,100,100,100,100,100,100
Terhuchu,4,100,100,0,100,0,100,100,100,100,100,100
Terhuchu,5,100,100,0,100,0,0,100,100,100,100,100
Terhuchu,6,100,100,50,100,0,100,100,100,100,100,100
Terhuchu,7,100,50,0,100,0,100,100,100,100,100,100
Terhuchu,8,100,100,0,100,0,0,100,100,100,100,100
Terhuchu,9,100,0,0,100,0,50,100,100,100,100,100
Terhuchu,10,100,0,100,50,0,100,100,100,100,100,100
Terhuchu,11,100,100,100,50,0,0,100,100,100,100,100
Terhuchu,12,100,0,100,100,0,0,100,100,100,100,100
Terhuchu,13,100,100,50,50,0,100,100,100,100,100,100
Terhuchu,14,100,100,100,100,0,50,100,100,100,100,100
Terhuchu,15,100,100,100,100,0,0,100,100,100,100,100
Terhuchu,16,100,100,100,50,0,100,100,100,100,100,100
Terhuchu,17,100,100,100,0,0,100,100,100,100,100,100
Terhuchu,18,100,100,0,50,0,0,100,100,100,100,100
Terhuchu,19,100,0,100,100,0,100,100,100,100,100,100
Terhuchu,20,100,100,50,50,0,100,100,100,100,100,100
Terhuchu,21,100,50,100,50,0,100,100,100,100,100,100
Terhuchu,22,100,100,100,100,0,100,100,100,100,100,100
Terhuchu,23,100,100,0,50,0,100,100,100,100,100,100
Terhuchu,24,100,50,100,50,0,100,100,100,100,100,100
Terhuchu,25,100,0,0,50,0,100,100,100,100,100,100
Terhuchu,26,100,0,100,0,0,50,100,100,100,100,100
Terhuchu,27,100,50,100,100,0,0,100,100,100,100,100
Terhuchu,28,100,100,0,100,0,0,100,100,100,100,100
Terhuchu,29,100,0,0,100,0,0,100,100,100,100,100
Terhuchu,30,100,100,100,50,0,100,100,100,100,100,100
Terhuchu,31,100,100,100,50,0,50,100,100,100,100,100
Terhuchu,32,100,100,100,50,0,100,100,100,100,100,100
Terhuchu,33,100,0,100,0,0,0,100,100,100,100,100
Terhuchu,34,100,100,0,100,0,0,100,100,100,100,100
Terhuchu,35,100,100,100,100,0,0,100,100,100,100,100
Terhuchu,36,100,100,100,50,0,50,100,100,100,100,100
Terhuchu,37,100,50,0,100,0,50,100,100,100,100,100
Terhuchu,38,100,0,100,100,0,50,100,100,100,100,100
Terhuchu,39,100,100,100,100,0,50,100,100,100,100,100
Terhuchu,40,100,0,0,100,0,0,100,100,100,100,100
Terhuchu,41,100,100,50,50,0,0,100,100,100,100,100
Terhuchu,42,100,100,100,100,0,50,100,100,100,100,100
Terhuchu,43,100,0,0,100,0,100,100,100,100,100,100
Terhuchu,44,100,100,0,50,0,100,100,100,100,100,100
Terhuchu,45,100,0,100,100,0,50,100,100,100,100,100
Terhuchu,46,100,0,100,0,0,0,100,100,100,100,100
Terhuchu,47,100,0,100,100,0,0,100,100,100,100,100
Terhuchu,48,100,0,100,100,0,100,100,100,100,100,100
Terhuchu,49,100,100,100,100,0,0,100,100,100,100,100
Toki,0,100,100,100,50,0,0,100,100,100,100,100
Toki,1,100,100,100,0,0,0,100,100,100,100,100
Toki,2,100,100,100,0,0,0,100,100,100,100,100
Toki,3,100,100,100,100,0,0,100,100,100,100,100
Toki,4,100,50,100,100,0,0,100,100,100,100,100
Toki,5,100,0,50,50,0,50,100,100,100,100,100
Toki,6,100,100,0,100,0,100,100,100,100,100,100
Toki,7,100,100,0,0,0,100,100,100,100,100,100
Toki,8,100,100,0,0,0,100,100,100,100,100,100
Toki,9,100,0,100,50,0,0,100,100,100,100,100
Toki,10,100,50,0,100,0,0,100,100,100,100,100
Toki,11,100,0,0,50,0,0,100,100,100,100,100
Toki,12,100,100,100,0,0,50,100,100,100,100,100
Toki,13,100,0,0,100,0,0,100,100,100,100,100
Toki,14,100,100,0,50,0,0,100,100,100,100,100
Toki,15,100,0,50,0,0,50,100,100,100,100,100
Toki,16,100,100,100,50,0,100,100,100,100,100,100
Toki,17,100,100,0,100,0,100,100,100,100,100,100
Toki,18,100,100,100,0,0,100,100,100,100,100,100
Toki,19,100,50,50,100,0,0,100,100,100,100,100
Toki,20,100,100,100,50,0,100,100,100,100,100,100
Toki,21,100,100,100,0,0,100,100,100,100,100,100
Toki,22,100,50,0,50,0,0,100,100,100,100,100
Toki,23,100,0,100,100,0,0,100,100,100,100,100
Toki,24,100,100,50,0,0,100,100,100,100,100,100
Toki,25,100,100,0,100,0,0,100,100,100,100,100
Toki,26,100,50,0,100,0,0,100,100,100,100,100
Toki,27,100,50,100,0,0,100,100,100,100,100,100
Toki,28,100,0,100,50,0,100,100,100,100,100,100
Toki,29,100,100,0,0,0,0,100,100,100,100,100
Toki,30,100,100,100,100,0,100,100,100,100,100,100
Toki,31,100,100,0,100,0,100,100,100,50,100,100
Toki,32,100,0,100,0,0,0,100,100,100,100,100
Toki,33,100,0,0,50,0,50,100,100,100,100,100
Toki,34,100,100,100,0,0,100,100,100,100,100,100
Toki,35,100,100,0,0,0,100,100,100,100,100,100
Toki,36,100,100,0,0,0,100,100,100,100,100,100
Toki,37,100,100,0,50,0,100,100,100,100,100,100
Toki,38,100,100,0,50,0,50,100,100,100,100,100
Toki,39,100,50,100,100,0,0,100,100,100,100,100
Toki,40,100,100,100,100,0,0,100,100,100,100,100
Toki,41,100,100,0,0,0,0,100,100,100,100,100
Toki,42,100,100,0,50,0,0,100,100,100,100,100
Toki,43,100,100,100,100,0,100,100,100,100,100,100
Toki,44,100,50,100,100,0,50,100,100,100,100,100
Toki,45,100,100,0,100,0,100,100,100,100,100,100
Toki,46,100,50,100,100,0,100,100,100,100,100,100
Toki,47,100,100,100,100,0,100,100,100,100,100,100
Toki,48,100,100,100,100,0,100,100,100,100,100,100
Toki,49,100,100,100,50,0,100,100,100,100,100,100
Trax,0,100,0,0,0,0,100,0,100,100,100,0
Trax,1,0,0,0,0,0,0,100,100,0,0,100
Trax,2,0,0,0,100,0,0,100,100,100,100,100
Trax,3,0,0,100,0,0,0,100,100,100,100,100
Trax,4,100,0,0,100,0,100,100,0,100,100,100
Trax,5,0,0,0,100,0,0,100,0,0,100,100
Trax,6,100,0,0,100,0,0,100,0,100,100,100
Trax,7,100,0,100,0,0,0,100,100,100,100,100
Trax,8,0,0,100,0,0,100,100,100,0,100,100
Trax,9,100,0,100,0,0,0,100,0,100,100,0
Trax,10,0,0,0,0,0,0,100,100,100,100,100
Trax,11,100,0,0,0,0,0,100,100,0,100,100
Trax,12,100,100,0,0,0,100,100,100,100,100,100
Trax,13,100,0,0,100,100,100,100,0,0,100,0
Trax,14,100,0,0,100,0,100,100,100,100,100,100
Trax,15,100,100,100,100,0,0,100,100,100,100,100
Trax,16,100,0,100,100,100,0,0,0,100,100,100
Trax,17,100,100,0,100,0,100,100,100,100,100,100
Trax,18,100,0,100,0,0,100,100,0,100,100,100
Trax,19,100,100,0,0,0,100,100,100,100,100,100
Trax,20,100,100,0,100,0,100,100,0,100,100,100
Trax,21,100,100,100,100,0,0,0,100,100,100,100
Trax,22,100,0,0,100,0,0,0,100,0,100,0
Trax,23,100,0,0,0,0,0,100,100,100,100,0
Trax,24,100,0,0,100,0,100,100,0,0,100,100
Trax,25,100,100,100,100,0,0,0,0,100,100,100
Trax,26,100,0,0,100,0,0,100,0,100,0,100
Trax,27,100,0,100,100,0,0,100,100,0,100,100
Trax,28,100,100,0,100,0,0,100,0,100,100,100
Trax,29,100,0,0,100,0,0,100,100,100,100,100
Trax,30,100,100,100,100,0,100,100,0,100,0,100
Trax,31,0,100,100,100,100,0,100,100,0,100,100
Trax,32,0,100,0,100,0,0,100,0,100,0,100
Trax,33,100,0,100,100,0,100,0,100,0,100,0
Trax,34,100,100,100,0,0,0,100,0,100,100,100
Trax,35,100,100,0,0,100,0,100,100,0,100,100
Trax,36,100,0,100,100,0,100,100,0,0,100,100
Trax,37,100,100,0,100,100,100,100,100,100,100,100
Trax,38,0,100,0,0,0,100,100,100,100,100,100
Trax,39,100,0,100,0,0,100,100,100,0,100,100
Trax,40,100,0,0,100,100,0,100,0,100,100,100
Trax,41,100,0,0,100,100,0,100,100,0,100,100
Trax,42,100,0,100,0,0,100,100,100,0,0,100
Trax,43,100,0,100,100,0,100,100,0,0,100,100
Trax,44,100,100,100,0,0,100,100,100,100,100,100
Trax,45,100,0,0,100,0,0,100,0,100,100,100
Trax,46,100,0,0,100,100,100,100,0,0,100,100
Trax,47,100,0,0,100,0,100,100,100,100,100,100
Trax,48,100,0,100,100,0,0,100,0,100,100,100
Trax,49,100,100,0,0,0,0,100,0,100,100,100
Triad,0,50,75,50,75,0,0,50,0,50,50,50
Triad,1,25,100,100,100,0,50,75,50,100,0,100
Triad,2,50,0,100,100,0,75,50,50,0,0,50
Triad,3,50,100,0,0,0,100,100,0,75,100,100
Triad,4,50,75,100,50,0,100,0,25,100,50,50
Triad,5,0,100,75,50,0,50,75,50,0,0,75
Triad,6,50,50,100,100,0,0,75,0,50,75,50
Triad,7,50,50,50,50,0,100,0,50,0,50,100
Triad,8,50,100,100,75,0,75,75,75,50,75,0
Triad,9,0,50,75,50,0,75,0,100,0,50,100
Triad,10,0,100,100,50,0,0,50,0,0,50,50
Triad,11,0,0,0,50,0,100,50,50,100,50,50
Triad,12,0,0,0,50,0,50,0,0,0,100,50
Triad,13,50,75,50,0,50,100,50,50,0,100,100
Triad,14,0,50,100,75,50,75,0,75,0,100,0
Triad,15,0,75,0,0,0,75,0,50,100,100,75
Triad,16,0,75,0,0,0,0,50,0,50,0,0
Triad,17,0,50,50,100,0,50,0,0,0,100,0
Triad,18,0,0,50,100,0,100,0,0,50,50,50
Triad,19,75,0,75,50,0,100,75,0,75,100,0
Triad,20,50,0,50,0,50,100,50,0,0,50,100
Triad,21,0,75,0,50,0,0,50,100,75,50,75
Triad,22,0,75,100,0,0,50,0,0,0,50,50
Triad,23,0,50,100,50,0,100,75,75,0,100,75
Triad,24,0,0,50,100,0,50,75,75,50,50,50
Triad,25,50,75,75,100,0,50,50,50,0,50,50
Triad,26,75,0,50,75,0,100,50,50,50,100,50
Triad,27,0,50,100,100,0,100,75,100,75,25,75
Triad,28,50,0,100,0,0,75,50,0,100,50,100
Triad,29,50,0,100,75,0,50,50,0,0,75,50
Triad,30,0,100,100,0,0,75,50,0,25,75,100
Triad,31,50,0,100,100,0,100,0,0,50,100,75
Triad,32,50,50,100,50,50,75,0,0,0,50,100
Triad,33,100,50,0,0,0,0,0,50,0,50,50
Triad,34,25,50,75,50,0,100,75,0,50,0,100
Triad,35,50,25,100,0,0,100,75,0,50,50,0
Triad,36,0,100,50,50,75,50,100,0,0,0,75
Triad,37,75,50,100,0,0,75,50,0,50,50,75
Triad,38,50,100,50,100,0,0,50,50,50,0,50
Triad,39,75,75,50,75,0,0,0,75,50,50,100
Triad,40,0,100,50,0,100,0,25,50,75,100,50
Triad,41,0,50,50,75,0,75,75,50,100,50,75
Triad,42,0,0,0,50,0,0,0,0,0,50,50
Triad,43,50,50,50,75,0,100,50,0,0,75,100
Triad,44,75,75,50,50,0,0,50,50,0,0,50
Triad,45,0,100,75,100,50,0,50,0,0,100,0
Triad,46,50,100,50,0,0,100,50,100,0,100,50
Triad,47,50,100,50,100,0,50,0,0,0,0,50
Triad,48,75,0,100,75,0,100,0,0,100,0,100
Triad,49,50,0,100,0,0,0,0,50,0,0,100
Vela,0,100,100,100,100,0,100,100,100,100,100,100
Vela,1,100,100,100,100,0,100,100,100,100,100,100
Vela,2,100,100,100,100,0,100,100,100,100,100,100
Vela,3,100,50,100,100,0,100,100,100,100,100,100
Vela,4,100,100,0,100,0,100,100,100,100,100,100
Vela,5,100,100,100,100,100,100,100,100,100,100,100
Vela,6,100,100,100,0,0,100,100,100,100,100,100
Vela,7,100,100,100,100,0,0,100,100,100,100,100
Vela,8,100,100,100,100,0,0,100,100,100,100,100
Vela,9,100,100,0,100,0,100,100,100,100,100,100
Vela,10,100,100,100,100,0,0,100,100,100,100,100
Vela,11,100,100,100,100,0,100,100,100,100,100,100
Vela,12,100,100,100,100,0,100,100,100,100,100,100
Vela,13,100,100,100,100,0,0,100,100,100,100,100
Vela,14,100,100,100,100,0,100,100,100,100,100,100
Vela,15,100,100,100,100,0,100,100,100,100,100,100
Vela,16,100,100,100,100,0,0,100,100,50,100,100
Vela,17,100,100,100,100,0,100,100,100,100,100,100
Vela,18,100,100,100,100,0,100,100,100,100,100,100
Vela,19,100,0,100,50,0,100,100,100,100,100,100
Vela,20,100,100,100,100,0,100,100,100,0,100,100
Vela,21,100,100,100,100,0,100,100,100,100,100,100
Vela,22,100,100,100,100,0,100,100,100,100,100,100
Vela,23,100,100,100,100,0,100,100,0,100,100,100
Vela,24,100,100,100,100,0,100,100,100,100,100,100
Vela,25,100,100,0,100,0,100,100,100,0,100,100
Vela,26,100,0,100,100,0,50,100,100,100,100,100
Vela,27,100,100,100,100,0,100,100,100,100,100,100
Vela,28,100,0,100,100,0,0,100,50,100,100,100
Vela,29,100,100,0,0,0,100,100,100,100,100,100
Vela,30,100,100,100,100,0,50,100,0,100,100,100
Vela,31,100,100,100,100,0,100,100,100,100,100,100
Vela,32,100,100,100,100,0,100,100,100,100,100,100
Vela,33,100,100,100,100,0,100,100,100,0,100,100
Vela,34,100,100,100,100,0,100,100,100,100,100,100
Vela,35,100,100,100,0,0,100,100,100,100,100,100
Vela,36,100,100,100,100,100,100,100,100,100,100,100
Vela,37,100,100,100,100,0,100,100,100,100,100,100
Vela,38,100,100,100,100,0,100,100,100,100,100,100
Vela,39,100,100,100,100,0,100,100,100,100,100,100
Vela,40,100,100,100,100,0,0,100,100,100,100,100
Vela,41,100,100,100,0,100,100,100,100,0,100,100
Vela,42,100,100,100,100,0,100,100,100,0,100,100
Vela,43,100,100,100,100,0,100,100,100,100,100,100
Vela,44,100,100,100,100,0,100,100,100,100,100,100
Vela,45,100,100,100,100,0,100,100,100,100,100,100
Vela,46,100,100,100,100,0,100,100,100,100,100,100
Vela,47,0,100,100,100,0,0,100,100,100,100,100
Vela,48,100,100,100,100,0,100,100,0,100,100,100
Vela,49,100,100,100,100,0,100,100,100,100,100,100
