"game_name","agent_name","game_index","agent_index","games_played","score","mean","standard_deviation","variance","duration","natural_end","move_limit","turn_limit","supported","selected_heuristic","selected_agent","ensemble_size","completed_at"
"Terhuchu","MC-GRAVE","6","3","50","31.0","0.62","0.46904157598234286","0.2199999999999999","621.5","0.92","0.0","0.08","true","MaterialPos","-","1","2024-08-14 00:31:18.431"
"Katro","Ensemble","7","2","50","1.0","0.02","0.14142135623730942","0.019999999999999976","117.72","1.0","0.0","0.0","true","MobilityAdvancedPos","-","5","2024-08-14 00:51:54.093"
"Katro","MC-GRAVE","7","3","50","2.0","0.04","0.1979486637221575","0.03918367346938779","128.22","1.0","0.0","0.0","true","MobilityAdvancedPos","-","1","2024-08-14 01:13:28.599"
"Surakarta","Ensemble","8","2","50","50.0","1.0","0.0","0.0","41.24","1.0","0.0","0.0","true","MaterialPos","-","5","2024-08-14 01:46:09.822"
"Surakarta","MC-GRAVE","8","3","50","39.0","0.78","0.41845195759648013","0.17510204081632638","89.5","1.0","0.0","0.0","true","MaterialPos","-","1","2024-08-14 03:01:03.363"
"Mylna","Ensemble","9","2","50","39.0","0.78","0.41845195759648035","0.17510204081632658","48.1","1.0","0.0","0.0","true","MaterialPos","-","5","2024-08-14 03:37:35.933"
"Mylna","MC-GRAVE","9","3","50","32.0","0.64","0.48487322138506106","0.2351020408163264","61.78","1.0","0.0","0.0","true","MaterialPos","-","1","2024-08-14 04:28:34.587"
"Lines of Action","Ensemble","10","2","50","50.0","1.0","0.0","0.0","29.28","1.0","0.0","0.0","true","CentreProximityPos","-","5","2024-08-14 04:52:15.862"
"Lines of Action","MC-GRAVE","10","3","50","29.0","0.58","0.4985693819032897","0.24857142857142836","155.26","1.0","0.0","0.0","true","CentreProximityPos","-","1","2024-08-14 07:02:38.512"
"Ploy","Ensemble","11","2","50","49.0","0.98","0.14142135623730942","0.019999999999999976","82.08","1.0","0.0","0.0","true","CornerProximityPos","-","5","2024-08-14 08:11:04.126"
"Ploy","MC-GRAVE","11","3","50","45.0","0.9","0.3030457633656631","0.09183673469387747","44.98","1.0","0.0","0.0","true","CornerProximityPos","-","1","2024-08-14 08:48:48.252"
"Triad","Ensemble","12","2","50","15.5","0.31","0.34463823090899476","0.1187755102040816","34.4","1.0","0.0","0.0","true","ScorePos","-","5","2024-08-14 09:10:25.076"
"Triad","MC-GRAVE","12","3","50","32.0","0.64","0.3541301501783011","0.12540816326530607","33.84","1.0","0.0","0.0","true","ScorePos","-","1","2024-08-14 09:31:31.259"
"Amazons","Ensemble","13","2","50","27.0","0.54","0.5034574339058886","0.2534693877551022","158.12","1.0","0.0","0.0","true","MobilitySimplePos","-","5","2024-08-14 11:36:32.313"
"Amazons","MC-GRAVE","13","3","50","33.0","0.66","0.47851812069840666","0.22897959183673489","154.28","1.0","0.0","0.0","true","MobilitySimplePos","-","1","2024-08-14 13:40:13.81"
"La Liebre Perseguida","Ensemble","14","2","50","50.0","1.0","0.0","0.0","10.8","1.0","0.0","0.0","true","MobilitySimplePos","-","5","2024-08-14 13:46:17.222"
"La Liebre Perseguida","MC-GRAVE","14","3","50","50.0","1.0","0.0","0.0","12.4","1.0","0.0","0.0","true","MobilitySimplePos","-","1","2024-08-14 13:55:24.582"
"Pylos","Ensemble","15","2","50","9.0","0.18","0.37471077281725723","0.14040816326530614","183.48","0.96","0.0","0.04","true","MobilitySimplePos","-","5","2024-08-14 14:27:30.73"
"Pylos","MC-GRAVE","15","3","50","7.0","0.14","0.32007652146297244","0.10244897959183666","331.78","0.92","0.0","0.08","true","MobilitySimplePos","-","1","2024-08-14 15:20:33.277"
"Chomp","Ensemble","16","2","50","49.0","0.98","0.14142135623730945","0.019999999999999983","11.18","1.0","0.0","0.0","true","MobilityAdvancedPos","-","5","2024-08-14 15:24:54.369"
"Chomp","MC-GRAVE","16","3","50","0.0","0.0","0.0","0.0","8.68","1.0","0.0","0.0","true","MobilityAdvancedPos","-","1","2024-08-14 15:31:23.129"
"Chameleon","Ensemble","17","2","50","21.0","0.42","0.49856938190328975","0.24857142857142842","79.5","1.0","0.0","0.0","true","CornerProximityPos","-","5","2024-08-14 16:37:31.196"
"Chameleon","MC-GRAVE","17","3","50","50.0","1.0","0.0","0.0","46.08","1.0","0.0","0.0","true","CornerProximityPos","-","1","2024-08-14 17:16:06.596"
"Tawlbwrdd","Ensemble","18","2","50","50.0","1.0","0.0","0.0","26.52","1.0","0.0","0.0","true","MaterialPos","-","5","2024-08-14 17:37:52.534"
"Tawlbwrdd","MC-GRAVE","18","3","50","37.0","0.74","0.443087497693452","0.19632653061224484","72.22","1.0","0.0","0.0","true","MaterialPos","-","1","2024-08-14 18:38:36.169"
"Vela","Ensemble","19","2","50","46.5","0.93","0.24764194033371031","0.06132653061224494","89.1","0.98","0.0","0.02","true","MaterialPos","-","5","2024-08-14 19:48:11.81"
"Vela","MC-GRAVE","19","3","50","46.0","0.92","0.27404751561786983","0.0751020408163266","83.84","1.0","0.0","0.0","true","MaterialPos","-","1","2024-08-14 20:53:56.631"
"Chuka","Ensemble","20","2","50","50.0","1.0","0.0","0.0","10.0","1.0","0.0","0.0","true","MobilityAdvancedPos","-","4","2024-08-14 20:58:12.245"
"Chuka","MC-GRAVE","20","3","50","50.0","1.0","0.0","0.0","10.0","1.0","0.0","0.0","true","MobilityAdvancedPos","-","1","2024-08-14 21:02:23.804"
"Hops-a-Daisy Generalized","Ensemble","21","2","50","41.0","0.82","0.3880879344916035","0.15061224489795913","45.66","1.0","0.0","0.0","true","ScorePos","-","5","2024-08-14 21:36:02.851"
"Hops-a-Daisy Generalized","MC-GRAVE","21","3","50","24.0","0.48","0.5046720495044484","0.25469387755102046","64.5","1.0","0.0","0.0","true","ScorePos","-","1","2024-08-14 22:21:47.294"
"Janggi","Ensemble","22","2","50","49.0","0.98","0.14142135623730948","0.019999999999999993","62.42","1.0","0.0","0.0","true","CentreProximityPos","-","5","2024-08-14 23:14:41.003"
"Janggi","MC-GRAVE","22","3","50","29.5","0.59","0.44823918542106383","0.20091836734693883","114.44","1.0","0.0","0.0","true","CentreProximityPos","-","1","2024-08-15 00:51:43.112"
"Patok","Ensemble","23","2","50","39.0","0.78","0.41845195759648024","0.1751020408163265","673.66","1.0","0.0","0.0","true","UnthreatenedMaterialPos","-","5","2024-08-15 10:29:25.649"
"Patok","MC-GRAVE","23","3","50","42.0","0.84","0.37032803990902047","0.13714285714285707","540.92","1.0","0.0","0.0","true","UnthreatenedMaterialPos","-","1","2024-08-15 18:05:02.885"
"Omega","Ensemble","25","2","50","1.0","0.02","0.14142135623730945","0.019999999999999983","60.0","1.0","0.0","0.0","true","ScorePos","-","5","2024-08-15 18:54:47.045"
"Omega","MC-GRAVE","25","3","50","12.0","0.24","0.4314191105869","0.18612244897959185","60.0","1.0","0.0","0.0","true","ScorePos","-","1","2024-08-15 19:45:01.099"
"Gauntlet","Ensemble","26","2","50","0.0","0.0","0.0","0.0","30.78","1.0","0.0","0.0","true","SidesProximityPos","-","5","2024-08-15 20:02:06.532"
"Gauntlet","MC-GRAVE","26","3","50","0.0","0.0","0.0","0.0","29.5","1.0","0.0","0.0","true","SidesProximityPos","-","1","2024-08-15 20:18:24.799"
"Mehen","Ensemble","27","2","50","36.0","0.72","0.38011813416143064","0.1444897959183674","1335.12","0.76","0.0","0.24","true","MaterialPos","-","5","2024-08-16 09:42:13.324"
"Mehen","MC-GRAVE","27","3","50","16.0","0.32","0.42570469787860965","0.18122448979591832","1287.44","0.84","0.0","0.16","true","MaterialPos","-","1","2024-08-17 00:09:12.212"
"Mini Wars","Ensemble","28","2","50","0.0","0.0","0.0","0.0","642.24","1.0","0.0","0.0","true","ScorePos","-","5","2024-08-17 15:02:52.389"
"Mini Wars","MC-GRAVE","28","3","50","22.0","0.44","0.5014265364224069","0.25142857142857133","2330.4","1.0","0.0","0.0","true","ScorePos","-","1","2024-08-19 11:08:45.478"
"Toki","Ensemble","29","2","50","50.0","1.0","0.0","0.0","45.16","1.0","0.0","0.0","true","MaterialPos","-","5","2024-08-20 18:35:14.888"
"Toki","MC-GRAVE","29","3","50","27.0","0.54","0.4827641499633087","0.23306122448979602","464.78","0.92","0.0","0.08","true","MaterialPos","-","1","2024-08-21 01:04:57.068"
"Aralzaa","Ensemble","30","2","50","25.0","0.5","0.0","0.0","2000.0","0.0","0.0","1.0","true","CornerProximityNeg","-","5","2024-08-21 21:20:57.221"
"Aralzaa","MC-GRAVE","30","3","50","25.0","0.5","0.0","0.0","2000.0","0.0","0.0","1.0","true","CornerProximityNeg","-","1","2024-08-22 20:04:51.965"
