"game_name","agent_name","iteration","score","duration","natural_end","move_limit","turn_limit","supported","selected_heuristic","selected_agent","ensemble_size","completed_at"
"Starchess","Ensemble -2","0","1.0","79.0","true","false","false","true","CentreProximityPos","-","5","2024-08-12 12:17:49.701"
"Starchess","Ensemble -2","1","1.0","35.0","true","false","false","true","CentreProximityPos","-","5","2024-08-12 12:19:21.217"
"Starchess","Ensemble -2","0","1.0","39.0","true","false","false","true","CentreProximityPos","-","5","2024-08-12 13:17:02.267"
"Starchess","Ensemble -2","1","1.0","63.0","true","false","false","true","CentreProximityPos","-","5","2024-08-12 13:19:51.214"
"Starchess","Ensemble -2","2","1.0","63.0","true","false","false","true","CentreProximityPos","-","5","2024-08-12 13:22:35.603"
"Starchess","Ensemble -2","3","1.0","54.0","true","false","false","true","CentreProximityPos","-","5","2024-08-12 13:24:56.921"
"Starchess","Ensemble -2","4","1.0","11.0","true","false","false","true","CentreProximityPos","-","5","2024-08-12 13:25:16.463"
"Starchess","Ensemble -2","5","1.0","70.0","true","false","false","true","CentreProximityPos","-","5","2024-08-12 13:28:28.316"
"Starchess","Ensemble -2","6","1.0","11.0","true","false","false","true","CentreProximityPos","-","5","2024-08-12 13:28:47.818"
"Starchess","Ensemble -2","7","1.0","53.0","true","false","false","true","CentreProximityPos","-","5","2024-08-12 13:31:04.42"
"Starchess","Ensemble -2","8","1.0","21.0","true","false","false","true","CentreProximityPos","-","5","2024-08-12 13:31:59.045"
"Starchess","Ensemble -2","9","1.0","39.0","true","false","false","true","CentreProximityPos","-","5","2024-08-12 13:33:36.73"
"Starchess","Ensemble -2","10","1.0","36.0","true","false","false","true","CentreProximityPos","-","5","2024-08-12 13:35:11.559"
"Starchess","Ensemble -2","11","1.0","11.0","true","false","false","true","CentreProximityPos","-","5","2024-08-12 13:35:30.983"
"Starchess","Ensemble -2","12","1.0","11.0","true","false","false","true","CentreProximityPos","-","5","2024-08-12 13:35:40.796"
"Starchess","Ensemble -2","13","1.0","11.0","true","false","false","true","CentreProximityPos","-","5","2024-08-12 13:35:55.25"
"Starchess","Ensemble -2","14","0.0","31.0","true","false","false","true","CentreProximityPos","-","5","2024-08-12 13:37:21.12"
"Starchess","Ensemble -2","15","1.0","13.0","true","false","false","true","CentreProximityPos","-","5","2024-08-12 13:37:51.605"
"Starchess","Ensemble -2","16","1.0","41.0","true","false","false","true","CentreProximityPos","-","5","2024-08-12 13:39:35.872"
"Starchess","Ensemble -2","17","1.0","37.0","true","false","false","true","CentreProximityPos","-","5","2024-08-12 13:41:18.6"
"Starchess","Ensemble -2","18","1.0","17.0","true","false","false","true","CentreProximityPos","-","5","2024-08-12 13:42:01.168"
"Starchess","Ensemble -2","19","1.0","66.0","true","false","false","true","CentreProximityPos","-","5","2024-08-12 13:44:54.461"
"Starchess","Ensemble -2","20","1.0","74.0","true","false","false","true","CentreProximityPos","-","5","2024-08-12 13:48:13.902"
"Starchess","Ensemble -2","21","1.0","60.0","true","false","false","true","CentreProximityPos","-","5","2024-08-12 13:50:57.2"
"Starchess","Ensemble -2","22","1.0","11.0","true","false","false","true","CentreProximityPos","-","5","2024-08-12 13:51:11.635"
"Starchess","Ensemble -2","23","1.0","23.0","true","false","false","true","CentreProximityPos","-","5","2024-08-12 13:52:11.212"
"Starchess","Ensemble -2","24","1.0","46.0","true","false","false","true","CentreProximityPos","-","5","2024-08-12 13:54:07.497"
