"game_name","agent_name","game_index","agent_index","games_played","score","mean","standard_deviation","variance","duration","natural_end","move_limit","turn_limit","supported","selected_heuristic","selected_agent","ensemble_size","completed_at"
"Lines of Action","Ensemble -2","10","10","50","50.0","1.0","0.0","0.0","29.96","1.0","0.0","0.0","true","CentreProximityPos","-","5","2024-08-14 13:18:57.772"
"Ploy","Ensemble -2","11","10","50","50.0","1.0","0.0","0.0","44.18","1.0","0.0","0.0","true","CornerProximityPos","-","5","2024-08-14 15:07:07.792"
"Triad","Ensemble -2","12","10","50","27.0","0.54","0.3584262654369821","0.12846938775510194","32.56","1.0","0.0","0.0","true","ScorePos","-","5","2024-08-14 15:54:44.37"
"Amazons","Ensemble -2","13","10","50","41.0","0.82","0.3880879344916035","0.15061224489795913","145.8","1.0","0.0","0.0","true","MobilitySimplePos","-","5","2024-08-14 21:35:58.557"
"La Liebre Perseguida","Ensemble -2","14","10","50","50.0","1.0","0.0","0.0","12.08","1.0","0.0","0.0","true","MobilitySimplePos","-","5","2024-08-14 21:42:43.946"
"Pylos","Ensemble -2","15","10","50","16.0","0.32","0.47121207149916117","0.22204081632653055","45.52","1.0","0.0","0.0","true","MobilitySimplePos","-","5","2024-08-14 23:11:51.318"
"Chomp","Ensemble -2","16","10","50","48.0","0.96","0.1979486637221575","0.03918367346938779","11.32","1.0","0.0","0.0","true","MobilityAdvancedPos","-","5","2024-08-14 23:17:30.984"
"Chameleon","Ensemble -2","17","10","50","49.0","0.98","0.14142135623730934","0.019999999999999955","67.1","1.0","0.0","0.0","true","CornerProximityPos","-","5","2024-08-15 02:00:27.08"
"Tawlbwrdd","Ensemble -2","18","10","50","47.0","0.94","0.2398979374820953","0.05755102040816331","16.7","1.0","0.0","0.0","true","MaterialPos","-","5","2024-08-15 02:39:16.898"
"Vela","Ensemble -2","19","10","50","50.0","1.0","0.0","0.0","41.44","1.0","0.0","0.0","true","MaterialPos","-","5","2024-08-15 04:02:29.635"
"Chuka","Ensemble -2","20","10","50","50.0","1.0","0.0","0.0","10.0","1.0","0.0","0.0","true","MobilityAdvancedPos","-","4","2024-08-15 04:19:17.138"
"Hops-a-Daisy Generalized","Ensemble -2","21","10","50","47.0","0.94","0.23989793748209526","0.05755102040816328","43.38","1.0","0.0","0.0","true","ScorePos","-","5","2024-08-15 05:49:54.932"
"Janggi","Ensemble -2","22","10","50","50.0","1.0","0.0","0.0","51.08","1.0","0.0","0.0","true","CentreProximityPos","-","5","2024-08-15 07:55:13.376"
"Patok","Ensemble -2","23","10","50","43.0","0.86","0.35050983275386544","0.12285714285714273","651.06","1.0","0.0","0.0","true","UnthreatenedMaterialPos","-","5","2024-08-16 11:12:41.506"
"Omega","Ensemble -2","25","10","50","1.0","0.02","0.1414213562373095","0.019999999999999997","60.0","1.0","0.0","0.0","true","ScorePos","-","5","2024-08-16 13:39:37.7"
"Gauntlet","Ensemble -2","26","10","50","5.0","0.1","0.3030457633656631","0.09183673469387747","32.84","1.0","0.0","0.0","true","SidesProximityPos","-","5","2024-08-16 14:35:25.767"
"Mehen","Ensemble -2","27","10","50","37.5","0.75","0.3813242232868325","0.14540816326530612","1247.3","0.82","0.0","0.18","true","MaterialPos","-","5","2024-08-18 06:41:54.94"
"Mini Wars","Ensemble -2","28","10","50","0.0","0.0","0.0","0.0","593.34","1.0","0.0","0.0","true","ScorePos","-","5","2024-08-18 22:04:40.668"
"Mehen","Ensemble -1","27","9","50","34.5","0.69","0.439038838875123","0.19275510204081622","1114.0","0.9","0.0","0.1","true","MaterialPos","Progressive History","5","2024-08-25 09:02:01.858"
"Mini Wars","Ensemble -1","28","9","50","0.0","0.0","0.0","0.0","628.18","1.0","0.0","0.0","true","ScorePos","Alpha-Beta","5","2024-08-25 22:54:22.199"
"Toki","Ensemble -1","29","9","50","50.0","1.0","0.0","0.0","42.2","1.0","0.0","0.0","true","MaterialPos","Alpha-Beta","5","2024-08-26 00:34:24.642"
"Aralzaa","Ensemble -1","30","9","50","25.0","0.5","0.0","0.0","2000.0","0.0","0.0","1.0","true","CornerProximityNeg","UCT","5","2024-08-28 17:40:58.823"
