"game_name","agent_name","game_index","agent_index","games_played","score","mean","standard_deviation","variance","duration","natural_end","move_limit","turn_limit","supported","selected_heuristic","selected_agent","ensemble_size","completed_at"
"Katro","Portfolio","7","4","50","0.0","0.0","0.0","0.0","99.0","1.0","0.0","0.0","true","MobilityAdvancedPos","Alpha-Beta","1","2024-08-14 15:31:40.038"
"Katro","Progressive History","7","5","50","11.0","0.22","0.41845195759648035","0.17510204081632658","168.04","1.0","0.0","0.0","true","MobilityAdvancedPos","-","1","2024-08-14 15:59:14.482"
"Surakarta","Portfolio","8","4","50","50.0","1.0","0.0","0.0","35.0","1.0","0.0","0.0","true","MaterialPos","Alpha-Beta","1","2024-08-14 16:26:38.302"
"Surakarta","Progressive History","8","5","50","33.5","0.67","0.46958514039696014","0.22051020408163274","117.28","1.0","0.0","0.0","true","MaterialPos","-","1","2024-08-14 18:05:11.42"
"Mylna","Portfolio","9","4","50","50.0","1.0","0.0","0.0","37.36","1.0","0.0","0.0","true","MaterialPos","Alpha-Beta","1","2024-08-14 18:31:38.054"
"Mylna","Progressive History","9","5","50","31.0","0.62","0.4903143514780145","0.24040816326530592","54.02","1.0","0.0","0.0","true","MaterialPos","-","1","2024-08-14 19:15:39.494"
"Lines of Action","Portfolio","10","4","50","50.0","1.0","0.0","0.0","25.2","1.0","0.0","0.0","true","CentreProximityPos","Alpha-Beta","1","2024-08-14 19:35:31.365"
"Lines of Action","Progressive History","10","5","50","39.0","0.78","0.41845195759648024","0.1751020408163265","178.98","1.0","0.0","0.0","true","CentreProximityPos","-","1","2024-08-14 22:05:32.733"
"Ploy","Portfolio","11","4","50","49.0","0.98","0.14142135623730934","0.019999999999999955","96.5","1.0","0.0","0.0","true","CornerProximityPos","Alpha-Beta","1","2024-08-14 23:25:17.507"
"Ploy","Progressive History","11","5","50","49.0","0.98","0.14142135623730942","0.019999999999999973","55.38","1.0","0.0","0.0","true","CornerProximityPos","-","1","2024-08-15 00:11:41.698"
"Triad","Portfolio","12","4","50","20.0","0.4","0.3194382824999699","0.1020408163265306","33.92","1.0","0.0","0.0","true","ScorePos","Alpha-Beta","1","2024-08-15 00:32:41.234"
"Triad","Progressive History","12","5","50","26.25","0.525","0.37880720420707903","0.1434948979591837","34.22","1.0","0.0","0.0","true","ScorePos","-","1","2024-08-15 00:53:43.874"
"Amazons","Portfolio","13","4","50","29.0","0.58","0.49856938190328964","0.2485714285714283","158.04","1.0","0.0","0.0","true","MobilitySimplePos","MC-GRAVE","1","2024-08-15 03:00:38.213"
"Amazons","Progressive History","13","5","50","27.0","0.54","0.5034574339058886","0.2534693877551022","158.04","1.0","0.0","0.0","true","MobilitySimplePos","-","1","2024-08-15 05:07:28.856"
"La Liebre Perseguida","Portfolio","14","4","50","50.0","1.0","0.0","0.0","12.2","1.0","0.0","0.0","true","MobilitySimplePos","Alpha-Beta","1","2024-08-15 05:13:13.895"
"La Liebre Perseguida","Progressive History","14","5","50","50.0","1.0","0.0","0.0","9.56","1.0","0.0","0.0","true","MobilitySimplePos","-","1","2024-08-15 05:20:25.705"
"Pylos","Portfolio","15","4","50","19.0","0.38","0.4797958749641903","0.2302040816326529","182.96","0.96","0.0","0.04","true","MobilitySimplePos","UCT","1","2024-08-15 05:53:57.277"
"Pylos","Progressive History","15","5","50","18.0","0.36","0.4633507068636244","0.21469387755102037","338.88","0.92","0.0","0.08","true","MobilitySimplePos","-","1","2024-08-15 06:26:01.772"
"Chomp","Portfolio","16","4","50","43.0","0.86","0.3505098327538654","0.12285714285714268","11.34","1.0","0.0","0.0","true","MobilityAdvancedPos","Alpha-Beta","1","2024-08-15 06:30:13.737"
"Chomp","Progressive History","16","5","50","9.0","0.18","0.38808793449160356","0.15061224489795919","11.22","1.0","0.0","0.0","true","MobilityAdvancedPos","-","1","2024-08-15 06:38:51.404"
"Chameleon","Portfolio","17","4","50","50.0","1.0","0.0","0.0","39.48","1.0","0.0","0.0","true","CornerProximityPos","MC-GRAVE","1","2024-08-15 07:12:03.687"
"Chameleon","Progressive History","17","5","50","50.0","1.0","0.0","0.0","41.08","1.0","0.0","0.0","true","CornerProximityPos","-","1","2024-08-15 07:46:36.195"
"Tawlbwrdd","Portfolio","18","4","50","47.0","0.94","0.2398979374820953","0.05755102040816331","17.74","1.0","0.0","0.0","true","MaterialPos","Alpha-Beta","1","2024-08-15 08:00:34.169"
"Tawlbwrdd","Progressive History","18","5","50","50.0","1.0","0.0","0.0","47.24","1.0","0.0","0.0","true","MaterialPos","-","1","2024-08-15 08:40:15.391"
"Vela","Portfolio","19","4","50","50.0","1.0","0.0","0.0","39.24","1.0","0.0","0.0","true","MaterialPos","Alpha-Beta","1","2024-08-15 09:08:40.357"
"Vela","Progressive History","19","5","50","45.5","0.91","0.2801238793018224","0.07846938775510197","108.58","0.98","0.0","0.02","true","MaterialPos","-","1","2024-08-15 10:35:15.821"
"Chuka","Portfolio","20","4","50","50.0","1.0","0.0","0.0","10.0","1.0","0.0","0.0","true","MobilityAdvancedPos","MAST","1","2024-08-15 10:39:32.105"
"Chuka","Progressive History","20","5","50","0.0","0.0","0.0","0.0","8.0","1.0","0.0","0.0","true","MobilityAdvancedPos","-","1","2024-08-15 10:43:44.315"
"Hops-a-Daisy Generalized","Portfolio","21","4","50","48.0","0.96","0.1979486637221575","0.039183673469387795","48.02","1.0","0.0","0.0","true","ScorePos","Alpha-Beta","1","2024-08-15 11:17:57.522"
"Hops-a-Daisy Generalized","Progressive History","21","5","50","40.0","0.8","0.4040610178208843","0.16326530612244902","59.64","1.0","0.0","0.0","true","ScorePos","-","1","2024-08-15 12:00:22.286"
"Janggi","Portfolio","22","4","50","49.5","0.99","0.0707106781186547","0.004999999999999991","79.1","0.98","0.0","0.02","true","CentreProximityPos","Alpha-Beta","1","2024-08-15 13:05:06.529"
"Janggi","Progressive History","22","5","50","35.5","0.71","0.4296415211949305","0.18459183673469393","127.46","1.0","0.0","0.0","true","CentreProximityPos","-","1","2024-08-15 14:52:53.079"
"Patok","Portfolio","23","4","50","46.0","0.92","0.2740475156178697","0.07510204081632654","551.8","1.0","0.0","0.0","true","UnthreatenedMaterialPos","MC-GRAVE","1","2024-08-15 22:37:01.786"
"Patok","Progressive History","23","5","50","48.0","0.96","0.19794866372215753","0.0391836734693878","533.0","1.0","0.0","0.0","true","UnthreatenedMaterialPos","-","1","2024-08-16 06:05:18.809"
"Omega","Portfolio","25","4","50","8.0","0.16","0.37032803990902036","0.13714285714285698","60.0","1.0","0.0","0.0","true","ScorePos","MC-GRAVE","1","2024-08-16 06:55:36.822"
"Omega","Progressive History","25","5","50","26.5","0.53","0.4990807877018123","0.24908163265306144","60.0","1.0","0.0","0.0","true","ScorePos","-","1","2024-08-16 07:45:45.702"
"Gauntlet","Portfolio","26","4","50","0.0","0.0","0.0","0.0","30.24","1.0","0.0","0.0","true","SidesProximityPos","Alpha-Beta","1","2024-08-16 08:00:19.891"
"Gauntlet","Progressive History","26","5","50","15.0","0.3","0.46291004988627565","0.21428571428571422","32.6","1.0","0.0","0.0","true","SidesProximityPos","-","1","2024-08-16 08:19:58.501"
"Mehen","Portfolio","27","4","50","18.5","0.37","0.4608111747511232","0.2123469387755102","1175.56","0.9","0.0","0.1","true","MaterialPos","Progressive History","1","2024-08-16 21:16:26.386"
"Mehen","Progressive History","27","5","50","29.0","0.58","0.46686098966766243","0.21795918367346923","1224.28","0.88","0.0","0.12","true","MaterialPos","-","1","2024-08-17 10:46:29.034"
"Mini Wars","Portfolio","28","4","50","0.0","0.0","0.0","0.0","578.86","1.0","0.0","0.0","true","ScorePos","Alpha-Beta","1","2024-08-17 22:17:48.568"
"Mini Wars","Progressive History","28","5","50","3.0","0.06","0.23989793748209523","0.05755102040816327","891.3","1.0","0.0","0.0","true","ScorePos","-","1","2024-08-18 16:01:07.804"
"Toki","Portfolio","29","4","50","50.0","1.0","0.0","0.0","40.68","1.0","0.0","0.0","true","MaterialPos","Alpha-Beta","1","2024-08-20 18:32:18.539"
"Toki","Progressive History","29","5","50","27.0","0.54","0.4266624149448022","0.18204081632653057","697.72","0.72","0.0","0.28","true","MaterialPos","-","1","2024-08-21 04:16:16.008"
"Aralzaa","Portfolio","30","4","50","25.0","0.5","0.0","0.0","2000.0","0.0","0.0","1.0","true","CornerProximityNeg","UCT","1","2024-08-22 02:36:08.509"
"Aralzaa","Progressive History","30","5","50","25.0","0.5","0.0","0.0","2000.0","0.0","0.0","1.0","true","CornerProximityNeg","-","1","2024-08-23 00:51:37.119"
